Gene,Diplotype,Phenotype
TPMT,*17/*41,Possible Intermediate Metabolizer
TPMT,*18/*23,Possible Intermediate Metabolizer
TPMT,*18/*29,Possible Intermediate Metabolizer
TPMT,*18/*41,Possible Intermediate Metabolizer
TPMT,*19/*23,Possible Intermediate Metabolizer
TPMT,*19/*29,Possible Intermediate Metabolizer
TPMT,*19/*41,Possible Intermediate Metabolizer
TPMT,*20/*23,Possible Intermediate Metabolizer
TPMT,*20/*29,Possible Intermediate Metabolizer
TPMT,*20/*41,Possible Intermediate Metabolizer
TPMT,*21/*23,Possible Intermediate Metabolizer
TPMT,*21/*29,Possible Intermediate Metabolizer
TPMT,*21/*41,Possible Intermediate Metabolizer
TPMT,*22/*23,Possible Intermediate Metabolizer
TPMT,*22/*29,Possible Intermediate Metabolizer
TPMT,*22/*41,Possible Intermediate Metabolizer
TPMT,*23/*24,Possible Intermediate Metabolizer
TPMT,*23/*25,Possible Intermediate Metabolizer
TPMT,*23/*26,Possible Intermediate Metabolizer
TPMT,*23/*27,Possible Intermediate Metabolizer
TPMT,*23/*28,Possible Intermediate Metabolizer
TPMT,*23/*30,Possible Intermediate Metabolizer
TPMT,*23/*31,Possible Intermediate Metabolizer
TPMT,*23/*32,Possible Intermediate Metabolizer
TPMT,*23/*33,Possible Intermediate Metabolizer
TPMT,*23/*34,Possible Intermediate Metabolizer
TPMT,*23/*35,Possible Intermediate Metabolizer
TPMT,*23/*36,Possible Intermediate Metabolizer
TPMT,*23/*37,Possible Intermediate Metabolizer
TPMT,*23/*38,Possible Intermediate Metabolizer
TPMT,*23/*39,Possible Intermediate Metabolizer
TPMT,*23/*40,Possible Intermediate Metabolizer
TPMT,*24/*29,Possible Intermediate Metabolizer
TPMT,*24/*41,Possible Intermediate Metabolizer
TPMT,*25/*29,Possible Intermediate Metabolizer
TPMT,*25/*41,Possible Intermediate Metabolizer
TPMT,*26/*29,Possible Intermediate Metabolizer
TPMT,*26/*41,Possible Intermediate Metabolizer
TPMT,*27/*29,Possible Intermediate Metabolizer
TPMT,*27/*41,Possible Intermediate Metabolizer
TPMT,*28/*29,Possible Intermediate Metabolizer
TPMT,*28/*41,Possible Intermediate Metabolizer
TPMT,*29/*30,Possible Intermediate Metabolizer
TPMT,*29/*31,Possible Intermediate Metabolizer
TPMT,*29/*32,Possible Intermediate Metabolizer
TPMT,*29/*33,Possible Intermediate Metabolizer
TPMT,*29/*34,Possible Intermediate Metabolizer
TPMT,*29/*35,Possible Intermediate Metabolizer
TPMT,*29/*36,Possible Intermediate Metabolizer
TPMT,*29/*37,Possible Intermediate Metabolizer
TPMT,*29/*38,Possible Intermediate Metabolizer
TPMT,*29/*39,Possible Intermediate Metabolizer
TPMT,*29/*40,Possible Intermediate Metabolizer
TPMT,*30/*41,Possible Intermediate Metabolizer
TPMT,*31/*41,Possible Intermediate Metabolizer
TPMT,*32/*41,Possible Intermediate Metabolizer
TPMT,*33/*41,Possible Intermediate Metabolizer
TPMT,*34/*41,Possible Intermediate Metabolizer
TPMT,*35/*41,Possible Intermediate Metabolizer
TPMT,*36/*41,Possible Intermediate Metabolizer
TPMT,*37/*41,Possible Intermediate Metabolizer
TPMT,*38/*41,Possible Intermediate Metabolizer
TPMT,*39/*41,Possible Intermediate Metabolizer
TPMT,*40/*41,Possible Intermediate Metabolizer
TPMT,*1/*5,Indeterminate
TPMT,*1/*6,Indeterminate
TPMT,*1/*7,Indeterminate
TPMT,*1/*8,Indeterminate
TPMT,*1/*9,Indeterminate
TPMT,*1/*10,Indeterminate
TPMT,*1/*12,Indeterminate
TPMT,*1/*13,Indeterminate
TPMT,*1/*16,Indeterminate
TPMT,*1/*17,Indeterminate
TPMT,*1/*18,Indeterminate
TPMT,*1/*19,Indeterminate
TPMT,*1/*20,Indeterminate
TPMT,*1/*21,Indeterminate
TPMT,*1/*22,Indeterminate
TPMT,*1/*24,Indeterminate
TPMT,*1/*25,Indeterminate
TPMT,*1/*26,Indeterminate
TPMT,*1/*27,Indeterminate
TPMT,*1/*28,Indeterminate
TPMT,*1/*30,Indeterminate
TPMT,*1/*31,Indeterminate
TPMT,*1/*32,Indeterminate
TPMT,*1/*33,Indeterminate
TPMT,*1/*34,Indeterminate
TPMT,*1/*35,Indeterminate
TPMT,*1/*36,Indeterminate
TPMT,*1/*37,Indeterminate
TPMT,*1/*38,Indeterminate
TPMT,*1/*39,Indeterminate
TPMT,*1/*40,Indeterminate
TPMT,*5/*5,Indeterminate
TPMT,*5/*6,Indeterminate
TPMT,*5/*7,Indeterminate
TPMT,*5/*8,Indeterminate
TPMT,*5/*9,Indeterminate
TPMT,*5/*10,Indeterminate
TPMT,*5/*12,Indeterminate
TPMT,*5/*13,Indeterminate
TPMT,*5/*16,Indeterminate
TPMT,*5/*17,Indeterminate
TPMT,*5/*18,Indeterminate
TPMT,*5/*19,Indeterminate
TPMT,*5/*20,Indeterminate
TPMT,*5/*21,Indeterminate
TPMT,*5/*22,Indeterminate
TPMT,*5/*24,Indeterminate
TPMT,*5/*25,Indeterminate
TPMT,*5/*26,Indeterminate
TPMT,*5/*27,Indeterminate
TPMT,*5/*28,Indeterminate
TPMT,*5/*30,Indeterminate
TPMT,*5/*31,Indeterminate
TPMT,*5/*32,Indeterminate
TPMT,*5/*33,Indeterminate
TPMT,*5/*34,Indeterminate
TPMT,*5/*35,Indeterminate
TPMT,*5/*36,Indeterminate
TPMT,*5/*37,Indeterminate
TPMT,*5/*38,Indeterminate
TPMT,*5/*39,Indeterminate
TPMT,*5/*40,Indeterminate
TPMT,*6/*6,Indeterminate
TPMT,*6/*7,Indeterminate
TPMT,*6/*8,Indeterminate
TPMT,*6/*9,Indeterminate
TPMT,*6/*10,Indeterminate
TPMT,*6/*12,Indeterminate
TPMT,*6/*13,Indeterminate
TPMT,*6/*16,Indeterminate
TPMT,*6/*17,Indeterminate
TPMT,*6/*18,Indeterminate
TPMT,*6/*19,Indeterminate
TPMT,*6/*20,Indeterminate
TPMT,*6/*21,Indeterminate
TPMT,*6/*22,Indeterminate
TPMT,*6/*24,Indeterminate
TPMT,*6/*25,Indeterminate
TPMT,*6/*26,Indeterminate
TPMT,*6/*27,Indeterminate
TPMT,*6/*28,Indeterminate
TPMT,*6/*30,Indeterminate
TPMT,*6/*31,Indeterminate
TPMT,*6/*32,Indeterminate
TPMT,*6/*33,Indeterminate
TPMT,*6/*34,Indeterminate
TPMT,*6/*35,Indeterminate
TPMT,*6/*36,Indeterminate
TPMT,*6/*37,Indeterminate
TPMT,*6/*38,Indeterminate
TPMT,*6/*39,Indeterminate
TPMT,*6/*40,Indeterminate
TPMT,*7/*7,Indeterminate
TPMT,*7/*8,Indeterminate
TPMT,*7/*9,Indeterminate
TPMT,*7/*10,Indeterminate
TPMT,*7/*12,Indeterminate
TPMT,*7/*13,Indeterminate
TPMT,*7/*16,Indeterminate
TPMT,*7/*17,Indeterminate
TPMT,*7/*18,Indeterminate
TPMT,*7/*19,Indeterminate
TPMT,*7/*20,Indeterminate
TPMT,*7/*21,Indeterminate
TPMT,*7/*22,Indeterminate
TPMT,*7/*24,Indeterminate
TPMT,*7/*25,Indeterminate
TPMT,*7/*26,Indeterminate
TPMT,*7/*27,Indeterminate
TPMT,*7/*28,Indeterminate
TPMT,*7/*30,Indeterminate
TPMT,*7/*31,Indeterminate
TPMT,*7/*32,Indeterminate
TPMT,*7/*33,Indeterminate
TPMT,*7/*34,Indeterminate
TPMT,*7/*35,Indeterminate
TPMT,*7/*36,Indeterminate
TPMT,*7/*37,Indeterminate
TPMT,*7/*38,Indeterminate
TPMT,*7/*39,Indeterminate
TPMT,*7/*40,Indeterminate
TPMT,*8/*8,Indeterminate
TPMT,*8/*9,Indeterminate
TPMT,*8/*10,Indeterminate
TPMT,*8/*12,Indeterminate
TPMT,*8/*13,Indeterminate
TPMT,*8/*16,Indeterminate
TPMT,*8/*17,Indeterminate
TPMT,*8/*18,Indeterminate
TPMT,*8/*19,Indeterminate
TPMT,*8/*20,Indeterminate
TPMT,*8/*21,Indeterminate
TPMT,*8/*22,Indeterminate
TPMT,*8/*24,Indeterminate
TPMT,*8/*25,Indeterminate
TPMT,*8/*26,Indeterminate
TPMT,*8/*27,Indeterminate
TPMT,*8/*28,Indeterminate
TPMT,*8/*30,Indeterminate
TPMT,*8/*31,Indeterminate
TPMT,*8/*32,Indeterminate
TPMT,*8/*33,Indeterminate
TPMT,*8/*34,Indeterminate
TPMT,*8/*35,Indeterminate
TPMT,*8/*36,Indeterminate
TPMT,*8/*37,Indeterminate
TPMT,*8/*38,Indeterminate
TPMT,*8/*39,Indeterminate
TPMT,*8/*40,Indeterminate
TPMT,*9/*9,Indeterminate
TPMT,*9/*10,Indeterminate
TPMT,*9/*12,Indeterminate
TPMT,*9/*13,Indeterminate
TPMT,*9/*16,Indeterminate
TPMT,*9/*17,Indeterminate
TPMT,*9/*18,Indeterminate
TPMT,*9/*19,Indeterminate
TPMT,*9/*20,Indeterminate
TPMT,*9/*21,Indeterminate
TPMT,*9/*22,Indeterminate
TPMT,*9/*24,Indeterminate
TPMT,*9/*25,Indeterminate
TPMT,*9/*26,Indeterminate
TPMT,*9/*27,Indeterminate
TPMT,*9/*28,Indeterminate
TPMT,*9/*30,Indeterminate
TPMT,*9/*31,Indeterminate
TPMT,*9/*32,Indeterminate
TPMT,*9/*33,Indeterminate
TPMT,*9/*34,Indeterminate
TPMT,*9/*35,Indeterminate
TPMT,*9/*36,Indeterminate
TPMT,*9/*37,Indeterminate
TPMT,*9/*38,Indeterminate
TPMT,*9/*39,Indeterminate
TPMT,*9/*40,Indeterminate
TPMT,*10/*10,Indeterminate
TPMT,*10/*12,Indeterminate
TPMT,*10/*13,Indeterminate
TPMT,*10/*16,Indeterminate
TPMT,*10/*17,Indeterminate
TPMT,*10/*18,Indeterminate
TPMT,*10/*19,Indeterminate
TPMT,*10/*20,Indeterminate
TPMT,*10/*21,Indeterminate
TPMT,*10/*22,Indeterminate
TPMT,*10/*24,Indeterminate
TPMT,*10/*25,Indeterminate
TPMT,*10/*26,Indeterminate
TPMT,*10/*27,Indeterminate
TPMT,*10/*28,Indeterminate
TPMT,*10/*30,Indeterminate
TPMT,*10/*31,Indeterminate
TPMT,*10/*32,Indeterminate
TPMT,*10/*33,Indeterminate
TPMT,*10/*34,Indeterminate
TPMT,*10/*35,Indeterminate
TPMT,*10/*36,Indeterminate
TPMT,*10/*37,Indeterminate
TPMT,*10/*38,Indeterminate
TPMT,*10/*39,Indeterminate
TPMT,*10/*40,Indeterminate
TPMT,*12/*12,Indeterminate
TPMT,*12/*13,Indeterminate
TPMT,*12/*16,Indeterminate
TPMT,*12/*17,Indeterminate
TPMT,*12/*18,Indeterminate
TPMT,*12/*19,Indeterminate
TPMT,*12/*20,Indeterminate
TPMT,*12/*21,Indeterminate
TPMT,*12/*22,Indeterminate
TPMT,*12/*24,Indeterminate
TPMT,*12/*25,Indeterminate
TPMT,*12/*26,Indeterminate
TPMT,*12/*27,Indeterminate
TPMT,*12/*28,Indeterminate
TPMT,*12/*30,Indeterminate
TPMT,*12/*31,Indeterminate
TPMT,*12/*32,Indeterminate
TPMT,*12/*33,Indeterminate
TPMT,*12/*34,Indeterminate
TPMT,*12/*35,Indeterminate
TPMT,*12/*36,Indeterminate
TPMT,*12/*37,Indeterminate
TPMT,*12/*38,Indeterminate
TPMT,*12/*39,Indeterminate
TPMT,*12/*40,Indeterminate
TPMT,*13/*13,Indeterminate
TPMT,*13/*16,Indeterminate
TPMT,*13/*17,Indeterminate
TPMT,*13/*18,Indeterminate
TPMT,*13/*19,Indeterminate
TPMT,*13/*20,Indeterminate
TPMT,*13/*21,Indeterminate
TPMT,*13/*22,Indeterminate
TPMT,*13/*24,Indeterminate
TPMT,*13/*25,Indeterminate
TPMT,*13/*26,Indeterminate
TPMT,*13/*27,Indeterminate
TPMT,*13/*28,Indeterminate
TPMT,*13/*30,Indeterminate
TPMT,*13/*31,Indeterminate
TPMT,*13/*32,Indeterminate
TPMT,*13/*33,Indeterminate
TPMT,*13/*34,Indeterminate
TPMT,*13/*35,Indeterminate
TPMT,*13/*36,Indeterminate
TPMT,*13/*37,Indeterminate
TPMT,*13/*38,Indeterminate
TPMT,*13/*39,Indeterminate
TPMT,*13/*40,Indeterminate
TPMT,*16/*16,Indeterminate
TPMT,*16/*17,Indeterminate
TPMT,*16/*18,Indeterminate
TPMT,*16/*19,Indeterminate
TPMT,*16/*20,Indeterminate
TPMT,*16/*21,Indeterminate
TPMT,*16/*22,Indeterminate
TPMT,*16/*24,Indeterminate
TPMT,*16/*25,Indeterminate
TPMT,*16/*26,Indeterminate
TPMT,*16/*27,Indeterminate
TPMT,*16/*28,Indeterminate
TPMT,*16/*30,Indeterminate
TPMT,*16/*31,Indeterminate
TPMT,*16/*32,Indeterminate
TPMT,*16/*33,Indeterminate
TPMT,*16/*34,Indeterminate
TPMT,*16/*35,Indeterminate
TPMT,*16/*36,Indeterminate
TPMT,*16/*37,Indeterminate
TPMT,*16/*38,Indeterminate
TPMT,*16/*39,Indeterminate
TPMT,*16/*40,Indeterminate
TPMT,*17/*17,Indeterminate
TPMT,*17/*18,Indeterminate
TPMT,*17/*19,Indeterminate
TPMT,*17/*20,Indeterminate
TPMT,*17/*21,Indeterminate
TPMT,*17/*22,Indeterminate
TPMT,*17/*24,Indeterminate
TPMT,*17/*25,Indeterminate
TPMT,*17/*26,Indeterminate
TPMT,*17/*27,Indeterminate
TPMT,*17/*28,Indeterminate
TPMT,*17/*30,Indeterminate
TPMT,*17/*31,Indeterminate
TPMT,*17/*32,Indeterminate
TPMT,*17/*33,Indeterminate
TPMT,*17/*34,Indeterminate
TPMT,*17/*35,Indeterminate
TPMT,*17/*36,Indeterminate
TPMT,*17/*37,Indeterminate
TPMT,*17/*38,Indeterminate
TPMT,*17/*39,Indeterminate
TPMT,*17/*40,Indeterminate
TPMT,*18/*18,Indeterminate
TPMT,*18/*19,Indeterminate
TPMT,*18/*20,Indeterminate
TPMT,*18/*21,Indeterminate
TPMT,*18/*22,Indeterminate
TPMT,*18/*24,Indeterminate
TPMT,*18/*25,Indeterminate
TPMT,*18/*26,Indeterminate
TPMT,*18/*27,Indeterminate
TPMT,*18/*28,Indeterminate
TPMT,*18/*30,Indeterminate
TPMT,*18/*31,Indeterminate
TPMT,*18/*32,Indeterminate
TPMT,*18/*33,Indeterminate
TPMT,*18/*34,Indeterminate
TPMT,*18/*35,Indeterminate
TPMT,*18/*36,Indeterminate
TPMT,*18/*37,Indeterminate
TPMT,*18/*38,Indeterminate
TPMT,*18/*39,Indeterminate
TPMT,*18/*40,Indeterminate
TPMT,*19/*19,Indeterminate
TPMT,*19/*20,Indeterminate
TPMT,*19/*21,Indeterminate
TPMT,*19/*22,Indeterminate
TPMT,*19/*24,Indeterminate
TPMT,*19/*25,Indeterminate
TPMT,*19/*26,Indeterminate
TPMT,*19/*27,Indeterminate
TPMT,*19/*28,Indeterminate
TPMT,*19/*30,Indeterminate
TPMT,*19/*31,Indeterminate
TPMT,*19/*32,Indeterminate
TPMT,*19/*33,Indeterminate
TPMT,*19/*34,Indeterminate
TPMT,*19/*35,Indeterminate
TPMT,*19/*36,Indeterminate
TPMT,*19/*37,Indeterminate
TPMT,*19/*38,Indeterminate
TPMT,*19/*39,Indeterminate
TPMT,*19/*40,Indeterminate
TPMT,*20/*20,Indeterminate
TPMT,*20/*21,Indeterminate
TPMT,*20/*22,Indeterminate
TPMT,*20/*24,Indeterminate
TPMT,*20/*25,Indeterminate
TPMT,*20/*26,Indeterminate
TPMT,*20/*27,Indeterminate
TPMT,*20/*28,Indeterminate
TPMT,*20/*30,Indeterminate
TPMT,*20/*31,Indeterminate
TPMT,*20/*32,Indeterminate
TPMT,*20/*33,Indeterminate
TPMT,*20/*34,Indeterminate
TPMT,*20/*35,Indeterminate
TPMT,*20/*36,Indeterminate
TPMT,*20/*37,Indeterminate
TPMT,*20/*38,Indeterminate
TPMT,*20/*39,Indeterminate
TPMT,*20/*40,Indeterminate
TPMT,*21/*21,Indeterminate
TPMT,*21/*22,Indeterminate
TPMT,*21/*24,Indeterminate
TPMT,*21/*25,Indeterminate
TPMT,*21/*26,Indeterminate
TPMT,*21/*27,Indeterminate
TPMT,*21/*28,Indeterminate
TPMT,*21/*30,Indeterminate
TPMT,*21/*31,Indeterminate
TPMT,*21/*32,Indeterminate
TPMT,*21/*33,Indeterminate
TPMT,*21/*34,Indeterminate
TPMT,*21/*35,Indeterminate
TPMT,*21/*36,Indeterminate
TPMT,*21/*37,Indeterminate
TPMT,*21/*38,Indeterminate
TPMT,*21/*39,Indeterminate
TPMT,*21/*40,Indeterminate
TPMT,*22/*22,Indeterminate
TPMT,*22/*24,Indeterminate
TPMT,*22/*25,Indeterminate
TPMT,*22/*26,Indeterminate
TPMT,*22/*27,Indeterminate
TPMT,*22/*28,Indeterminate
TPMT,*22/*30,Indeterminate
TPMT,*22/*31,Indeterminate
TPMT,*22/*32,Indeterminate
TPMT,*22/*33,Indeterminate
TPMT,*22/*34,Indeterminate
TPMT,*22/*35,Indeterminate
TPMT,*22/*36,Indeterminate
TPMT,*22/*37,Indeterminate
TPMT,*22/*38,Indeterminate
TPMT,*22/*39,Indeterminate
TPMT,*22/*40,Indeterminate
TPMT,*24/*24,Indeterminate
TPMT,*24/*25,Indeterminate
TPMT,*24/*26,Indeterminate
TPMT,*24/*27,Indeterminate
TPMT,*24/*28,Indeterminate
TPMT,*24/*30,Indeterminate
TPMT,*24/*31,Indeterminate
TPMT,*24/*32,Indeterminate
TPMT,*24/*33,Indeterminate
TPMT,*24/*34,Indeterminate
TPMT,*24/*35,Indeterminate
TPMT,*24/*36,Indeterminate
TPMT,*24/*37,Indeterminate
TPMT,*24/*38,Indeterminate
TPMT,*24/*39,Indeterminate
TPMT,*24/*40,Indeterminate
TPMT,*25/*25,Indeterminate
TPMT,*25/*26,Indeterminate
TPMT,*25/*27,Indeterminate
TPMT,*25/*28,Indeterminate
TPMT,*25/*30,Indeterminate
TPMT,*25/*31,Indeterminate
TPMT,*25/*32,Indeterminate
TPMT,*25/*33,Indeterminate
TPMT,*25/*34,Indeterminate
TPMT,*25/*35,Indeterminate
TPMT,*25/*36,Indeterminate
TPMT,*25/*37,Indeterminate
TPMT,*25/*38,Indeterminate
TPMT,*25/*39,Indeterminate
TPMT,*25/*40,Indeterminate
TPMT,*26/*26,Indeterminate
TPMT,*26/*27,Indeterminate
TPMT,*26/*28,Indeterminate
TPMT,*26/*30,Indeterminate
TPMT,*26/*31,Indeterminate
TPMT,*26/*32,Indeterminate
TPMT,*26/*33,Indeterminate
TPMT,*26/*34,Indeterminate
TPMT,*26/*35,Indeterminate
TPMT,*26/*36,Indeterminate
TPMT,*26/*37,Indeterminate
TPMT,*26/*38,Indeterminate
TPMT,*26/*39,Indeterminate
TPMT,*26/*40,Indeterminate
TPMT,*27/*27,Indeterminate
TPMT,*27/*28,Indeterminate
TPMT,*27/*30,Indeterminate
TPMT,*27/*31,Indeterminate
TPMT,*27/*32,Indeterminate
TPMT,*27/*33,Indeterminate
TPMT,*27/*34,Indeterminate
TPMT,*27/*35,Indeterminate
TPMT,*27/*36,Indeterminate
TPMT,*27/*37,Indeterminate
TPMT,*27/*38,Indeterminate
TPMT,*27/*39,Indeterminate
TPMT,*27/*40,Indeterminate
TPMT,*28/*28,Indeterminate
TPMT,*28/*30,Indeterminate
TPMT,*28/*31,Indeterminate
TPMT,*28/*32,Indeterminate
TPMT,*28/*33,Indeterminate
TPMT,*28/*34,Indeterminate
TPMT,*28/*35,Indeterminate
TPMT,*28/*36,Indeterminate
TPMT,*28/*37,Indeterminate
TPMT,*28/*38,Indeterminate
TPMT,*28/*39,Indeterminate
TPMT,*28/*40,Indeterminate
TPMT,*30/*30,Indeterminate
TPMT,*30/*31,Indeterminate
TPMT,*30/*32,Indeterminate
TPMT,*30/*33,Indeterminate
TPMT,*30/*34,Indeterminate
TPMT,*30/*35,Indeterminate
TPMT,*30/*36,Indeterminate
TPMT,*30/*37,Indeterminate
TPMT,*30/*38,Indeterminate
TPMT,*30/*39,Indeterminate
TPMT,*30/*40,Indeterminate
TPMT,*31/*31,Indeterminate
TPMT,*31/*32,Indeterminate
TPMT,*31/*33,Indeterminate
TPMT,*31/*34,Indeterminate
TPMT,*31/*35,Indeterminate
TPMT,*31/*36,Indeterminate
TPMT,*31/*37,Indeterminate
TPMT,*31/*38,Indeterminate
TPMT,*31/*39,Indeterminate
TPMT,*31/*40,Indeterminate
TPMT,*32/*32,Indeterminate
TPMT,*32/*33,Indeterminate
TPMT,*32/*34,Indeterminate
TPMT,*32/*35,Indeterminate
TPMT,*32/*36,Indeterminate
TPMT,*32/*37,Indeterminate
TPMT,*32/*38,Indeterminate
TPMT,*32/*39,Indeterminate
TPMT,*32/*40,Indeterminate
TPMT,*33/*33,Indeterminate
TPMT,*33/*34,Indeterminate
TPMT,*33/*35,Indeterminate
TPMT,*33/*36,Indeterminate
TPMT,*33/*37,Indeterminate
TPMT,*33/*38,Indeterminate
TPMT,*33/*39,Indeterminate
TPMT,*33/*40,Indeterminate
TPMT,*34/*34,Indeterminate
TPMT,*34/*35,Indeterminate
TPMT,*34/*36,Indeterminate
TPMT,*34/*37,Indeterminate
TPMT,*34/*38,Indeterminate
TPMT,*34/*39,Indeterminate
TPMT,*34/*40,Indeterminate
TPMT,*35/*35,Indeterminate
TPMT,*35/*36,Indeterminate
TPMT,*35/*37,Indeterminate
TPMT,*35/*38,Indeterminate
TPMT,*35/*39,Indeterminate
TPMT,*35/*40,Indeterminate
TPMT,*36/*36,Indeterminate
TPMT,*36/*37,Indeterminate
TPMT,*36/*38,Indeterminate
TPMT,*36/*39,Indeterminate
TPMT,*36/*40,Indeterminate
TPMT,*37/*37,Indeterminate
TPMT,*37/*38,Indeterminate
TPMT,*37/*39,Indeterminate
TPMT,*37/*40,Indeterminate
TPMT,*38/*38,Indeterminate
TPMT,*38/*39,Indeterminate
TPMT,*38/*40,Indeterminate
TPMT,*39/*39,Indeterminate
TPMT,*39/*40,Indeterminate
TPMT,*40/*40,Indeterminate
UGT1A1,*1/*1,Normal Metabolizer
UGT1A1,*1/*6,Intermediate Metabolizer
UGT1A1,*1/*27,Intermediate Metabolizer
UGT1A1,*1/*28,Intermediate Metabolizer
UGT1A1,*1/*36,Normal Metabolizer
UGT1A1,*1/*37,Intermediate Metabolizer
UGT1A1,*1/*80,Indeterminate
UGT1A1,*6/*6,Poor Metabolizer
UGT1A1,*6/*27,Poor Metabolizer
UGT1A1,*6/*28,Poor Metabolizer
UGT1A1,*6/*36,Intermediate Metabolizer
UGT1A1,*6/*37,Poor Metabolizer
UGT1A1,*6/*80,Indeterminate
UGT1A1,*27/*27,Poor Metabolizer
UGT1A1,*27/*28,Poor Metabolizer
UGT1A1,*27/*36,Intermediate Metabolizer
UGT1A1,*27/*37,Poor Metabolizer
UGT1A1,*27/*80,Indeterminate
UGT1A1,*28/*28,Poor Metabolizer
UGT1A1,*28/*36,Intermediate Metabolizer
UGT1A1,*28/*37,Poor Metabolizer
UGT1A1,*28/*80,Indeterminate
UGT1A1,*36/*36,Normal Metabolizer
UGT1A1,*36/*37,Intermediate Metabolizer
UGT1A1,*36/*80,Indeterminate
UGT1A1,*37/*37,Poor Metabolizer
UGT1A1,*37/*80,Indeterminate
UGT1A1,*80/*80,Indeterminate
UGT1A1,*1/*80+*28,Intermediate Metabolizer
UGT1A1,*6/*80+*28,Poor Metabolizer
UGT1A1,*27/*80+*28,Poor Metabolizer
UGT1A1,*28/*80+*28,Poor Metabolizer
UGT1A1,*36/*80+*28,Intermediate Metabolizer
UGT1A1,*37/*80+*28,Poor Metabolizer
UGT1A1,*80/*80+*28,Indeterminate
UGT1A1,*80+*28/*80+*28,Poor Metabolizer
UGT1A1,*80+*28/*80+*37,Poor Metabolizer
UGT1A1,*1/*80+*37,Intermediate Metabolizer
UGT1A1,*6/*80+*37,Poor Metabolizer
UGT1A1,*27/*80+*37,Poor Metabolizer
UGT1A1,*28/*80+*37,Poor Metabolizer
UGT1A1,*36/*80+*37,Intermediate Metabolizer
UGT1A1,*37/*80+*37,Poor Metabolizer
UGT1A1,*80/*80+*37,Indeterminate
UGT1A1,*80+*37/*80+*37,Poor Metabolizer
